"자치구별(1)","자치구별(2)",고등학교별(1),고등학교별(2),2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020
"자치구별(1)","자치구별(2)",고등학교별(1),고등학교별(2),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명),졸업자 (명),진학자수 (명),진학률 (%),취업자 (명),기타 (명)
"합계","강서구",고등학교(합계),특성화고,1658,948,57.2,393,317,1638,718,43.8,655,265,1574,534,33.9,677,363,1501,455,30.3,722,324,1430,468,32.7,637,325,1422,427,30.0,657,338,1303,360,27.6,750,193,1253,344,27.5,616,293,1206,414,34.3,467,325,1161,410,35.3,371,380
"합계","강서구",고등학교(합계),자율고,629,408,64.9,32,189,354,190,53.7,-,164,267,141,52.8,-,126,279,173,62.0,-,106,287,161,56.1,-,126,274,144,52.6,-,130,264,145,54.9,-,119,261,153,58.6,-,108,264,153,58.0,-,111,228,145,63.6,-,83
"합계","구로구",고등학교(합계),소계,4133,2610,63.2,283,1240,4191,2542,60.7,399,1250,4363,2668,61.2,383,1312,4318,2587,59.9,440,1291,4095,2375,58.0,418,1302,4010,2365,59.0,445,1200,3854,2237,58.0,451,1166,3762,2310,61.4,232,1220,3844,2352,61.2,244,1248,3398,2204,64.9,204,990
"합계","구로구",고등학교(합계),일반고,1696,1074,63.3,2,620,1802,1161,64.4,5,636,1987,1310,65.9,3,674,2118,1407,66.4,2,709,2032,1334,65.6,17,681,2211,1418,64.1,65,728,1946,1239,63.7,-,707,1870,1228,65.7,-,642,1947,1310,67.3,11,626,1670,1183,70.8,-,487
"합계","구로구",고등학교(합계),특수목적고,335,247,73.7,15,73,354,251,70.9,-,103,395,267,67.6,-,128,425,282,66.4,-,143,441,296,67.1,-,145,323,184,57.0,-,139,436,280,64.2,-,156,439,267,60.8,-,172,410,249,60.7,-,161,416,249,59.9,-,167
"합계","구로구",고등학교(합계),특성화고,983,605,61.5,266,112,902,438,48.6,383,81,951,420,44.2,361,170,881,324,36.8,408,149,832,256,30.8,382,194,840,332,39.5,364,144,829,289,34.9,427,113,800,358,44.8,207,235,811,336,41.4,233,242,729,342,46.9,202,185
"합계","구로구",고등학교(합계),자율고,1119,684,61.1,-,435,1133,692,61.1,11,430,1030,671,65.1,19,340,894,574,64.2,30,290,790,489,61.9,19,282,636,431,67.8,16,189,643,429,66.7,24,190,653,457,70.0,25,171,676,457,67.6,-,219,583,430,73.8,2,151
"합계","금천구",고등학교(합계),소계,2443,1602,65.6,96,745,2311,1446,62.6,184,681,2200,1363,62.0,227,610,2270,1484,65.4,262,524,2080,1404,67.5,248,428,2104,1332,63.3,273,499,1990,1279,64.3,283,428,1776,1095,61.7,239,442,1726,1041,60.3,222,463,1485,989,66.6,184,312
"합계","금천구",고등학교(합계),일반고,1394,920,66.0,38,436,1327,903,68.0,21,403,1309,874,66.8,11,424,1416,1051,74.2,45,320,1255,981,78.2,41,233,1281,917,71.6,43,321,1205,901,74.8,54,250,978,707,72.3,32,239,939,672,71.6,29,238,809,596,73.7,53,160
"합계","금천구",고등학교(합계),특수목적고,213,161,75.6,-,52,175,121,69.1,-,54,175,138,78.9,-,37,177,147,83.1,-,30,172,143,83.1,-,29,170,116,68.2,-,54,175,132,75.4,-,43,169,136,80.5,-,33,177,135,76.3,-,42,169,148,87.6,-,21
"합계","금천구",고등학교(합계),특성화고,352,228,64.8,58,66,361,151,41.8,163,47,360,103,28.6,196,61,369,84,22.8,205,80,338,76,22.5,195,67,338,51,15.1,224,63,294,31,10.5,219,44,296,29,9.8,203,64,291,29,10.0,182,80,247,55,22.3,124,68
"합계","금천구",고등학교(합계),자율고,484,293,60.5,-,191,448,271,60.5,-,177,356,248,69.7,20,88,308,202,65.6,12,94,315,204,64.8,12,99,315,248,78.7,6,61,316,215,68.0,10,91,333,223,67.0,4,106,319,205,64.3,11,103,260,190,73.1,7,63
"합계","영등포구",고등학교(합계),소계,3667,2198,59.9,146,1323,3316,2042,61.6,109,1165,3295,2047,62.1,122,1126,3283,2047,62.4,148,1088,2936,1851,63.0,152,933,2957,1844,62.4,148,965,2780,1730,62.2,148,902,2533,1447,57.1,99,987,2539,1546,60.9,90,903,2169,1351,62.3,78,740
"합계","영등포구",고등학교(합계),일반고,2695,1559,57.8,83,1053,2315,1413,61.0,31,871,2343,1479,63.1,23,841,2561,1600,62.5,42,919,2216,1382,62.4,33,801,2137,1300,60.8,42,795,1990,1232,61.9,30,728,1720,1025,59.6,21,674,1748,1096,62.7,21,631,1419,921,64.9,5,493
"합계","영등포구",고등학교(합계),특성화고,208,141,67.8,43,24,190,84,44.2,68,38,196,74,37.8,99,23,184,62,33.7,106,16,184,55,29.9,119,10,183,53,29.0,106,24,205,56,27.3,118,31,187,49,26.2,78,60,196,66,33.7,69,61,198,66,33.3,73,59
"합계","영등포구",고등학교(합계),자율고,764,498,65.2,20,246,811,545,67.2,10,256,756,494,65.3,-,262,538,385,71.6,-,153,536,414,77.2,-,122,637,491,77.1,-,146,585,442,75.6,-,143,626,373,59.6,-,253,595,384,64.5,-,211,552,364,65.9,-,188
"합계","동작구",고등학교(합계),소계,3156,1662,52.7,296,1198,3022,1658,54.9,267,1097,3172,1784,56.2,274,1114,2949,1489,50.5,393,1067,2787,1574,56.5,321,892,2694,1400,52.0,330,964,2586,1430,55.3,260,896,2442,1340,54.9,335,767,2487,1282,51.5,310,895,2145,1184,55.2,198,763
"합계","동작구",고등학교(합계),일반고,2186,1193,54.6,118,875,2059,1211,58.8,49,799,2174,1313,60.4,80,781,2079,1273,61.2,107,699,2028,1347,66.4,53,628,1981,1181,59.6,80,720,1841,1187,64.5,21,633,1653,1085,65.6,62,506,1707,1013,59.3,63,631,1663,1040,62.5,14,609
"합계","동작구",고등학교(합계),특성화고,556,250,45.0,178,128,541,232,42.9,218,91,543,261,48.1,194,88,546,43,7.9,286,217,509,102,20.0,268,139,454,90,19.8,250,114,466,120,25.8,238,108,492,121,24.6,273,98,485,136,28.0,247,102,482,144,29.9,184,154
"합계","동작구",고등학교(합계),자율고,414,219,52.9,-,195,422,215,50.9,-,207,455,210,46.2,-,245,324,173,53.4,-,151,250,125,50.0,-,125,259,129,49.8,-,130,279,123,44.1,1,155,297,134,45.1,-,163,295,133,45.1,-,162,-,-,-,-,-
"합계","관악구",고등학교(합계),소계,5043,2913,57.8,394,1736,4658,2733,58.7,485,1440,4515,2602,57.6,628,1285,4493,2517,56.0,653,1323,4379,2484,56.7,615,1280,4349,2489,57.2,580,1280,4090,2311,56.5,644,1135,3798,2218,58.4,657,923,3749,2128,56.8,501,1120,3364,1964,58.4,396,1004
"합계","관악구",고등학교(합계),일반고,3265,1906,58.4,53,1306,2975,1832,61.6,52,1091,2988,1919,64.2,93,976,3007,1944,64.6,105,958,2934,1919,65.4,94,921,3164,2071,65.5,46,1047,2836,1862,65.7,73,901,2553,1782,69.8,84,687,2555,1671,65.4,24,860,2283,1561,68.4,6,716
"합계","관악구",고등학교(합계),특수목적고,148,62,41.9,66,20,146,51,34.9,78,17,112,-,-,109,3,114,-,-,110,4,116,-,-,95,21,119,1,0.8,108,10,113,-,-,104,9,114,-,-,103,11,114,-,-,93,21,108,4,3.7,85,19
"합계","관악구",고등학교(합계),특성화고,802,440,54.9,265,97,821,396,48.2,338,87,777,308,39.6,401,68,792,215,27.1,435,142,771,232,30.1,426,113,751,229,30.5,426,96,802,228,28.4,467,107,801,239,29.8,470,92,750,240,32.0,384,126,719,234,32.5,304,181
"합계","관악구",고등학교(합계),자율고,828,505,61.0,10,313,716,454,63.4,17,245,638,375,58.8,25,238,580,358,61.7,3,219,558,333,59.7,-,225,315,188,59.7,-,127,339,221,65.2,-,118,330,197,59.7,-,133,330,217,65.8,-,113,254,165,65.0,1,88
"합계","서초구",고등학교(합계),소계,5008,2358,47.1,69,2581,5159,2569,49.8,102,2488,5034,2455,48.8,117,2462,4757,2436,51.2,137,2184,4680,2533,54.1,108,2039,4641,2488,53.6,90,2063,4461,2187,49.0,133,2141,4240,2038,48.1,122,2080,4262,2217,52.0,73,1972,3716,1794,48.3,57,1865
"합계","서초구",고등학교(합계),일반고,3804,1807,47.5,17,1980,3957,1981,50.1,19,1957,3954,1965,49.7,9,1980,3760,1960,52.1,29,1771,3715,1975,53.2,-,1740,3689,1962,53.2,2,1725,3560,1821,51.2,-,1739,3266,1674,51.3,1,1591,3321,1772,53.4,3,1546,2772,1427,51.5,8,1337
"합계","서초구",고등학교(합계),특성화고,192,85,44.3,52,55,179,80,44.7,83,16,185,60,32.4,108,17,177,43,24.3,108,26,183,36,19.7,108,39,178,70,39.3,88,20,187,19,10.2,133,35,180,21,11.7,121,38,162,35,21.6,70,57,165,43,26.1,49,73
"합계","서초구",고등학교(합계),자율고,1012,466,46.0,-,546,1023,508,49.7,-,515,895,430,48.0,-,465,820,433,52.8,-,387,782,522,66.8,-,260,774,456,58.9,-,318,714,347,48.6,-,367,794,343,43.2,-,451,779,410,52.6,-,369,779,324,41.6,-,455
"합계","강남구",고등학교(합계),소계,9375,4541,48.4,165,4669,9326,4437,47.6,352,4537,9110,4402,48.3,412,4296,8779,4304,49.0,446,4029,8580,4122,48.0,426,4032,8299,3934,47.4,511,3854,8502,3874,45.6,567,4061,8253,3602,43.6,536,4115,7916,3549,44.8,384,3983,6578,3331,50.6,324,2923
"합계","강남구",고등학교(합계),일반고,6713,3179,47.4,6,3528,6651,3287,49.4,11,3353,6674,3408,51.1,4,3262,6486,3357,51.8,2,3127,6440,3268,50.7,5,3167,6210,3232,52.0,15,2963,6480,3185,49.2,30,3265,6063,2889,47.6,21,3153,5792,2739,47.3,6,3047,4525,2467,54.5,53,2005
"합계","강남구",고등학교(합계),특수목적고,377,220,58.4,79,78,380,192,50.5,144,44,530,170,32.1,232,128,550,189,34.4,243,118,542,193,35.6,228,121,492,117,23.8,299,76,499,116,23.2,320,63,503,111,22.1,308,84,483,113,23.4,284,86,487,120,24.6,223,144
"합계","강남구",고등학교(합계),특성화고,586,407,69.5,78,101,507,221,43.6,194,92,328,117,35.7,176,35,337,90,26.7,201,46,314,57,18.2,193,64,319,52,16.3,197,70,325,56,17.2,217,52,347,76,21.9,207,64,317,151,47.6,93,73,308,173,56.2,45,90
"합계","강남구",고등학교(합계),자율고,1699,735,43.3,2,962,1788,737,41.2,3,1048,1578,707,44.8,-,871,1406,668,47.5,-,738,1284,604,47.0,-,680,1278,533,41.7,-,745,1198,517,43.2,-,681,1340,526,39.3,-,814,1324,546,41.2,1,777,1258,571,45.4,3,684
"합계","송파구",고등학교(합계),소계,8602,4594,53.4,596,3412,8158,4352,53.3,618,3188,8113,4420,54.5,722,2971,8079,4531,56.1,669,2879,7691,4358,56.7,852,2481,7326,4254,58.1,669,2403,6806,4008,58.9,581,2217,6511,3554,54.6,515,2442,6672,3743,56.1,391,2538,5472,3158,57.7,325,1989
"합계","송파구",고등학교(합계),일반고,7334,3956,53.9,250,3128,6893,3746,54.3,237,2910,6831,3901,57.1,293,2637,6872,4038,58.8,242,2592,6611,3930,59.4,487,2194,6203,3787,61.1,309,2107,5697,3591,63.0,202,1904,5379,3136,58.3,169,2074,5557,3301,59.4,111,2145,4412,2699,61.2,87,1626
"합계","송파구",고등학교(합계),특수목적고,132,95,72.0,16,21,137,111,81.0,5,21,140,114,81.4,13,13,138,109,79.0,24,5,134,114,85.1,11,9,128,102,79.7,15,11,113,100,88.5,6,7,138,111,80.4,10,17,127,103,81.1,12,12,136,117,86.0,15,4
"합계","송파구",고등학교(합계),특성화고,748,317,42.4,330,101,715,235,32.9,376,104,730,163,22.3,416,151,684,138,20.2,403,143,573,105,18.3,354,114,586,120,20.5,345,121,603,93,15.4,373,137,573,88,15.4,336,149,567,127,22.4,268,172,557,124,22.3,223,210
"합계","송파구",고등학교(합계),자율고,388,226,58.2,-,162,413,260,63.0,-,153,412,242,58.7,-,170,385,246,63.9,-,139,373,209,56.0,-,164,409,245,59.9,-,164,393,224,57.0,-,169,421,219,52.0,-,202,421,212,50.4,-,209,367,218,59.4,-,149
"합계","강동구",고등학교(합계),소계,5677,3271,57.6,335,2071,5433,3093,56.9,420,1920,5523,3140,56.9,420,1963,5470,3167,57.9,385,1918,4987,2999,60.1,295,1693,4979,2898,58.2,311,1770,4718,2857,60.6,242,1619,4435,2669,60.2,251,1515,4587,2762,60.2,137,1688,3906,2552,65.3,133,1221
"합계","강동구",고등학교(합계),일반고,4047,2362,58.4,110,1575,3833,2250,58.7,111,1472,4221,2507,59.4,192,1522,4127,2455,59.5,157,1515,3686,2354,63.9,65,1267,3722,2278,61.2,128,1316,3584,2255,62.9,72,1257,3237,2049,63.3,138,1050,3406,2086,61.2,31,1289,2767,1916,69.2,21,830
"합계","강동구",고등학교(합계),특수목적고,371,245,66.0,-,126,367,235,64.0,-,132,428,242,56.5,-,186,398,204,51.3,-,194,371,240,64.7,-,131,346,220,63.6,-,126,265,183,69.1,-,82,267,169,63.3,-,98,240,177,73.8,-,63,216,160,74.1,-,56
"합계","강동구",고등학교(합계),특성화고,682,373,54.7,224,85,671,305,45.5,309,57,456,176,38.6,228,52,516,210,40.7,228,78,533,229,43.0,230,74,507,197,38.9,183,127,522,224,42.9,170,128,504,226,44.8,113,165,502,235,46.8,106,161,492,223,45.3,112,157
"합계","강동구",고등학교(합계),자율고,577,291,50.4,1,285,562,303,53.9,-,259,418,215,51.4,-,203,429,298,69.5,-,131,397,176,44.3,-,221,404,203,50.2,-,201,347,195,56.2,-,152,427,225,52.7,-,202,439,264,60.1,-,175,431,253,58.7,-,178
